Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDQ28,OUT035,2539.3942358778613
FDV35,OUT017,2539.3942358778613
FDQ36,OUT013,552.5502107784432
FDD34,OUT018,2346.648786938776
FDK51,OUT045,4105.14011097561
FDV31,OUT035,2736.968429875519
FDR04,OUT035,1554.0070756410257
FDR14,OUT049,876.3205797979805
DRC36,OUT010,384.48867398374
FDE39,OUT019,286.4177705128203
FDP57,OUT049,1509.4323129186605
FDE57,OUT046,2202.299020111731
NCN18,OUT046,1722.3316111731858
NCQ05,OUT018,2346.648786938776
FDW47,OUT035,2054.21570662021
FDV46,OUT035,2202.299020111731
NCP29,OUT045,1103.1862133333336
FDE09,OUT018,1509.4323129186605
NCU06,OUT027,5669.163351428572
FDT19,OUT010,384.48867398374
DRF15,OUT017,2539.3942358778613
DRI51,OUT013,2346.648786938776
NCX54,OUT013,1722.3316111731858
DRE01,OUT013,3593.1412351254467
NCB07,OUT045,2880.9695613636372
FDU50,OUT035,1874.4309598591558
FDG40,OUT035,552.5502107784432
FDW10,OUT018,2736.968429875519
FDX51,OUT013,3087.5075112820527
NCP17,OUT045,1103.1862133333336
FDP21,OUT035,3087.5075112820527
FDL04,OUT045,1722.3316111731858
FDV23,OUT013,1936.508247826087
FDF24,OUT046,1364.0491539906102
FDH56,OUT027,3175.3359881578954
FDB51,OUT049,876.3205797979805
FDI58,OUT027,2513.0798546666674
FDR20,OUT013,754.596095726496
FDC51,OUT018,1936.508247826087
FDB16,OUT027,2513.0798546666674
FDE40,OUT049,876.3205797979805
NCM17,OUT035,637.5735090128754
FDU56,OUT035,3389.2269793548367
FDS32,OUT019,286.4177705128203
FDX02,OUT049,3753.0000993630556
FDT39,OUT027,4117.3177126315795
FDE35,OUT017,876.3205797979805
NCI42,OUT019,542.9755395973153
DRL23,OUT046,1722.3316111731858
FDA10,OUT046,2054.21570662021
FDA11,OUT013,1554.0070756410257
NCM06,OUT046,2384.015126168225
NCT05,OUT035,4105.14011097561
NCQ02,OUT010,542.9755395973153
NCY06,OUT049,2054.21570662021
FDY56,OUT035,3753.0000993630556
FDL02,OUT035,1722.3316111731858
NCI06,OUT035,2736.968429875519
FDQ14,OUT045,2539.3942358778613
FDQ12,OUT017,4109.900606217616
FDP36,OUT046,754.596095726496
FDK21,OUT027,5669.163351428572
FDO40,OUT045,2539.3942358778613
NCK54,OUT019,286.4177705128203
FDY09,OUT018,2736.968429875519
NCW30,OUT049,4105.14011097561
NCC55,OUT027,1378.263185276074
FDE58,OUT018,1874.4309598591558
FDR39,OUT013,2880.9695613636372
FDU28,OUT049,2880.9695613636372
FDH08,OUT017,4109.900606217616
FDG35,OUT045,2736.968429875519
FDG22,OUT049,552.5502107784432
FDC34,OUT035,2811.181403212851
FDP15,OUT018,3327.9525829268264
FDK34,OUT010,542.9755395973153
FDU45,OUT035,1874.4309598591558
FDQ04,OUT027,1378.263185276074
FDX22,OUT018,3327.9525829268264
FDB45,OUT017,1722.3316111731858
NCH43,OUT027,5669.163351428572
DRE60,OUT046,3593.1412351254467
FDD17,OUT027,5669.163351428572
NCM54,OUT017,2054.21570662021
NCH55,OUT013,1936.508247826087
NCT06,OUT017,2811.181403212851
FDA48,OUT027,5669.163351428572
FDY58,OUT027,5669.163351428572
FDO25,OUT045,3593.1412351254467
FDN50,OUT045,1554.0070756410257
FDH35,OUT035,2811.181403212851
FDK09,OUT045,3593.1412351254467
FDO16,OUT013,1248.2233455555554
FDW11,OUT045,1103.1862133333336
FDU47,OUT027,3175.3359881578954
NCQ42,OUT010,286.4177705128203
FDK55,OUT027,2513.0798546666674
FDN08,OUT049,1874.4309598591558
FDT57,OUT045,4109.900606217616
FDJ12,OUT018,3327.9525829268264
DRL59,OUT017,754.596095726496
NCN53,OUT046,552.5502107784432
FDO51,OUT010,130.33349056603774
FDK56,OUT017,3087.5075112820527
FDY12,OUT035,876.3205797979805
FDU15,OUT035,552.5502107784432
FDQ19,OUT046,4109.900606217616
DRF15,OUT045,2539.3942358778613
DRE25,OUT019,230.00859181286538
FDK57,OUT018,1874.4309598591558
FDD33,OUT010,542.9755395973153
FDR34,OUT027,5669.163351428572
FDU04,OUT045,2202.299020111731
FDE35,OUT019,130.33349056603774
NCD31,OUT035,2811.181403212851
FDJ56,OUT035,1722.3316111731858
NCU53,OUT046,2384.015126168225
FDD39,OUT035,3593.1412351254467
NCU17,OUT019,230.00859181286538
FDJ20,OUT046,2054.21570662021
NCW41,OUT018,2346.648786938776
FDL52,OUT035,637.5735090128754
FDS39,OUT035,2202.299020111731
DRJ47,OUT045,2997.4076790419144
FDP13,OUT010,130.33349056603774
DRK39,OUT010,230.00859181286538
FDF28,OUT010,286.4177705128203
FDB09,OUT045,2054.21570662021
FDM51,OUT046,1554.0070756410257
DRM49,OUT018,754.596095726496
DRF23,OUT013,2736.968429875519
DRH01,OUT035,2997.4076790419144
FDH12,OUT027,3175.3359881578954
FDA28,OUT019,286.4177705128203
FDW37,OUT018,1248.2233455555554
FDF02,OUT046,1722.3316111731858
DRL37,OUT046,637.5735090128754
NCF43,OUT046,2054.21570662021
FDH08,OUT010,542.9755395973153
FDR34,OUT019,542.9755395973153
NCK19,OUT049,3087.5075112820527
NCD55,OUT018,637.5735090128754
FDT27,OUT049,3593.1412351254467
FDQ57,OUT045,2384.015126168225
FDA47,OUT035,2811.181403212851
DRG15,OUT027,1378.263185276074
FDE05,OUT018,2346.648786938776
FDN46,OUT046,1722.3316111731858
FDX27,OUT027,2513.0798546666674
FDT51,OUT045,1722.3316111731858
FDU33,OUT013,637.5735090128754
FDJ16,OUT027,1378.263185276074
FDD20,OUT019,286.4177705128203
FDT36,OUT049,552.5502107784432
DRF15,OUT027,4117.3177126315795
FDN52,OUT010,230.00859181286538
FDC22,OUT027,5669.163351428572
FDX15,OUT045,2811.181403212851
FDT13,OUT013,3087.5075112820527
FDU04,OUT017,2202.299020111731
FDU31,OUT019,542.9755395973153
FDW59,OUT027,2513.0798546666674
NCO29,OUT046,2811.181403212851
FDL15,OUT035,2539.3942358778613
FDI41,OUT049,2539.3942358778613
FDQ48,OUT049,1509.4323129186605
DRI39,OUT013,876.3205797979805
FDI08,OUT013,4105.14011097561
FDC21,OUT049,1509.4323129186605
FDF58,OUT035,876.3205797979805
FDS08,OUT010,384.48867398374
FDE47,OUT045,2202.299020111731
NCP18,OUT019,384.48867398374
NCR41,OUT013,1554.0070756410257
FDA27,OUT013,4105.14011097561
FDA43,OUT035,3087.5075112820527
FDA49,OUT045,1443.5247018633534
NCE55,OUT018,2736.968429875519
DRM49,OUT027,1378.263185276074
FDF22,OUT027,5669.163351428572
FDQ15,OUT018,1248.2233455555554
NCS54,OUT017,2736.968429875519
NCY05,OUT013,552.5502107784432
FDR45,OUT046,4109.900606217616
FDK57,OUT049,2054.21570662021
FDF41,OUT010,542.9755395973153
FDV21,OUT046,2054.21570662021
FDD51,OUT046,754.596095726496
FDF33,OUT046,1722.3316111731858
FDA38,OUT046,4109.900606217616
FDR56,OUT045,3087.5075112820527
NCN41,OUT017,2054.21570662021
FDC60,OUT027,2513.0798546666674
FDB47,OUT045,3593.1412351254467
DRH01,OUT013,2736.968429875519
FDW08,OUT046,1722.3316111731858
FDF38,OUT027,1378.263185276074
FDY32,OUT017,2384.015126168225
FDG34,OUT049,1509.4323129186605
FDG47,OUT019,542.9755395973153
NCF18,OUT035,2880.9695613636372
FDL39,OUT019,384.48867398374
NCH55,OUT035,2202.299020111731
DRJ35,OUT049,876.3205797979805
FDS44,OUT035,3593.1412351254467
DRE01,OUT018,3327.9525829268264
FDY39,OUT013,3389.2269793548367
FDY32,OUT018,2346.648786938776
FDR33,OUT027,3175.3359881578954
NCP50,OUT049,1248.2233455555554
FDZ47,OUT018,1509.4323129186605
FDU57,OUT049,2384.015126168225
FDY44,OUT013,3087.5075112820527
DRH59,OUT018,1103.1862133333336
FDB03,OUT027,5669.163351428572
FDY46,OUT045,2880.9695613636372
FDM39,OUT045,2736.968429875519
FDY36,OUT035,1103.1862133333336
NCM55,OUT035,3389.2269793548367
FDJ50,OUT010,130.33349056603774
DRL60,OUT013,2346.648786938776
NCJ54,OUT049,4109.900606217616
FDX59,OUT017,552.5502107784432
FDI07,OUT013,3087.5075112820527
DRF51,OUT010,130.33349056603774
FDM14,OUT017,1722.3316111731858
FDP21,OUT045,3087.5075112820527
FDE40,OUT035,1103.1862133333336
FDE05,OUT035,2539.3942358778613
FDM13,OUT027,3175.3359881578954
FDC34,OUT027,4117.3177126315795
NCI55,OUT018,1936.508247826087
NCE43,OUT018,2346.648786938776
FDW58,OUT018,1509.4323129186605
FDG60,OUT045,4109.900606217616
FDV31,OUT017,2736.968429875519
FDR47,OUT013,2880.9695613636372
FDM60,OUT019,130.33349056603774
NCF06,OUT018,3327.9525829268264
NCN26,OUT027,3175.3359881578954
FDQ59,OUT049,1248.2233455555554
FDF09,OUT046,552.5502107784432
NCS06,OUT017,4105.14011097561
FDT44,OUT046,1874.4309598591558
FDI19,OUT017,4109.900606217616
FDT22,OUT017,876.3205797979805
NCF54,OUT027,4117.3177126315795
DRG25,OUT045,3087.5075112820527
FDB59,OUT017,2880.9695613636372
FDQ37,OUT017,2880.9695613636372
FDP56,OUT035,754.596095726496
FDW44,OUT035,2997.4076790419144
FDJ26,OUT010,542.9755395973153
FDU43,OUT018,3327.9525829268264
FDW33,OUT045,1722.3316111731858
NCX53,OUT027,3175.3359881578954
FDN56,OUT010,384.48867398374
DRF15,OUT049,2539.3942358778613
FDO33,OUT017,1874.4309598591558
FDZ39,OUT010,230.00859181286538
NCJ19,OUT017,876.3205797979805
FDU01,OUT035,2880.9695613636372
FDT12,OUT035,3753.0000993630556
NCM18,OUT018,876.3205797979805
FDP19,OUT017,2054.21570662021
NCR42,OUT049,552.5502107784432
FDN10,OUT046,1874.4309598591558
FDG44,OUT017,876.3205797979805
FDQ10,OUT046,2997.4076790419144
DRH13,OUT049,1509.4323129186605
FDT52,OUT013,4109.900606217616
FDM56,OUT045,1722.3316111731858
NCO43,OUT010,230.00859181286538
NCV29,OUT035,2736.968429875519
NCF06,OUT013,4333.891515923565
FDO50,OUT035,1364.0491539906102
FDT59,OUT013,4109.900606217616
FDX40,OUT027,1378.263185276074
FDE50,OUT017,2880.9695613636372
FDX51,OUT017,3087.5075112820527
NCD30,OUT018,1509.4323129186605
FDK15,OUT013,1722.3316111731858
FDL12,OUT045,876.3205797979805
FDK46,OUT017,4105.14011097561
DRH49,OUT010,130.33349056603774
FDQ57,OUT046,2384.015126168225
FDY59,OUT017,1364.0491539906102
FDO09,OUT018,3327.9525829268264
NCG30,OUT035,2054.21570662021
FDM09,OUT017,2811.181403212851
NCN17,OUT027,2513.0798546666674
NCS42,OUT013,1443.5247018633534
FDD02,OUT019,286.4177705128203
FDE34,OUT013,3389.2269793548367
FDU38,OUT045,3087.5075112820527
FDB33,OUT046,2811.181403212851
NCJ29,OUT017,1364.0491539906102
FDZ27,OUT035,754.596095726496
FDI40,OUT013,1554.0070756410257
FDG22,OUT013,552.5502107784432
FDT51,OUT017,1722.3316111731858
FDF20,OUT018,3087.5075112820527
FDV50,OUT035,2054.21570662021
FDT02,OUT049,552.5502107784432
DRC49,OUT017,2384.015126168225
FDF26,OUT049,2384.015126168225
FDV52,OUT035,1874.4309598591558
FDX59,OUT049,552.5502107784432
FDV25,OUT035,3753.0000993630556
FDW23,OUT027,1378.263185276074
FDE53,OUT018,1509.4323129186605
FDA19,OUT017,2054.21570662021
FDH22,OUT046,2054.21570662021
NCO41,OUT013,1554.0070756410257
FDX12,OUT017,4109.900606217616
FDF17,OUT013,3087.5075112820527
FDS11,OUT045,3753.0000993630556
FDR51,OUT035,2539.3942358778613
FDT49,OUT010,230.00859181286538
FDC56,OUT013,1936.508247826087
FDR13,OUT027,3175.3359881578954
FDQ60,OUT035,2054.21570662021
FDN38,OUT049,4333.891515923565
NCL29,OUT013,2346.648786938776
FDO13,OUT027,4117.3177126315795
FDE26,OUT018,2346.648786938776
FDA31,OUT010,384.48867398374
FDX14,OUT035,1103.1862133333336
FDA34,OUT045,2997.4076790419144
FDF26,OUT013,2346.648786938776
FDE38,OUT045,2384.015126168225
DRI11,OUT046,1874.4309598591558
FDQ60,OUT027,3175.3359881578954
FDL21,OUT027,1378.263185276074
DRC12,OUT027,5669.163351428572
FDC47,OUT046,3593.1412351254467
FDE57,OUT045,2202.299020111731
FDT14,OUT045,2054.21570662021
NCZ53,OUT046,3087.5075112820527
FDE28,OUT018,3327.9525829268264
FDR19,OUT035,2539.3942358778613
NCF54,OUT019,384.48867398374
FDZ08,OUT046,1364.0491539906102
NCJ05,OUT018,2346.648786938776
FDF59,OUT046,2054.21570662021
NCO05,OUT035,1722.3316111731858
FDW24,OUT018,754.596095726496
NCX42,OUT018,2346.648786938776
NCA53,OUT035,754.596095726496
FDI45,OUT019,384.48867398374
FDG46,OUT046,1874.4309598591558
FDM20,OUT010,542.9755395973153
FDW11,OUT010,130.33349056603774
FDX08,OUT035,2736.968429875519
NCK17,OUT035,637.5735090128754
FDK32,OUT018,2346.648786938776
NCA42,OUT035,2384.015126168225
DRI01,OUT035,2997.4076790419144
NCL55,OUT049,4105.14011097561
DRE25,OUT018,1509.4323129186605
FDD14,OUT017,2880.9695613636372
FDB10,OUT046,3593.1412351254467
DRN11,OUT035,2384.015126168225
FDP38,OUT018,754.596095726496
NCA30,OUT017,2880.9695613636372
FDT15,OUT017,3389.2269793548367
NCP55,OUT018,876.3205797979805
FDF12,OUT035,2384.015126168225
FDM21,OUT018,3327.9525829268264
FDX56,OUT035,3593.1412351254467
FDF10,OUT017,2539.3942358778613
FDT32,OUT045,2880.9695613636372
FDM51,OUT018,1509.4323129186605
NCR50,OUT018,2346.648786938776
FDI19,OUT049,4109.900606217616
FDX21,OUT017,1722.3316111731858
FDR31,OUT035,2384.015126168225
FDY02,OUT013,4333.891515923565
NCA29,OUT045,2997.4076790419144
NCX17,OUT046,3593.1412351254467
FDM12,OUT045,3087.5075112820527
FDI53,OUT027,4117.3177126315795
NCU30,OUT049,2384.015126168225
FDC56,OUT027,3175.3359881578954
FDK27,OUT018,1936.508247826087
NCK18,OUT017,2811.181403212851
FDB52,OUT019,542.9755395973153
DRG25,OUT027,5669.163351428572
FDZ13,OUT049,754.596095726496
FDB57,OUT019,542.9755395973153
FDR40,OUT046,1364.0491539906102
NCO14,OUT019,130.33349056603774
NCN19,OUT045,3087.5075112820527
FDQ28,OUT019,384.48867398374
FDO13,OUT018,2346.648786938776
FDK48,OUT013,1248.2233455555554
FDU07,OUT018,2346.648786938776
FDW20,OUT046,2202.299020111731
FDV12,OUT010,230.00859181286538
FDH24,OUT013,2346.648786938776
FDV59,OUT049,3753.0000993630556
FDK57,OUT045,2054.21570662021
FDL16,OUT027,1378.263185276074
NCQ17,OUT046,2539.3942358778613
FDJ15,OUT018,3389.2269793548367
FDX24,OUT049,1248.2233455555554
FDT47,OUT046,1554.0070756410257
FDT10,OUT049,876.3205797979805
FDZ37,OUT018,1248.2233455555554
FDW43,OUT027,5669.163351428572
DRN36,OUT017,1554.0070756410257
FDJ14,OUT045,1364.0491539906102
FDA32,OUT013,3753.0000993630556
FDJ38,OUT019,542.9755395973153
FDQ57,OUT017,2384.015126168225
NCQ41,OUT019,542.9755395973153
FDG56,OUT049,876.3205797979805
DRC13,OUT027,3175.3359881578954
FDV55,OUT035,2539.3942358778613
FDQ49,OUT045,2811.181403212851
FDE29,OUT010,130.33349056603774
FDR03,OUT013,3753.0000993630556
FDD45,OUT049,1248.2233455555554
FDN38,OUT010,542.9755395973153
FDT56,OUT046,876.3205797979805
FDT48,OUT045,3087.5075112820527
FDU03,OUT049,2880.9695613636372
FDC56,OUT010,286.4177705128203
NCO43,OUT027,2513.0798546666674
FDQ27,OUT017,1722.3316111731858
FDR03,OUT046,3753.0000993630556
DRH23,OUT010,130.33349056603774
FDG22,OUT045,637.5735090128754
NCJ42,OUT013,1722.3316111731858
FDR24,OUT046,1443.5247018633534
FDW60,OUT035,2736.968429875519
FDJ08,OUT013,3087.5075112820527
DRL59,OUT018,754.596095726496
FDG60,OUT010,542.9755395973153
FDW27,OUT017,2384.015126168225
FDX14,OUT018,1248.2233455555554
FDC20,OUT013,876.3205797979805
NCS29,OUT018,3327.9525829268264
FDJ56,OUT046,1722.3316111731858
FDB20,OUT019,130.33349056603774
FDL28,OUT027,5669.163351428572
FDW01,OUT018,2346.648786938776
FDL03,OUT046,2880.9695613636372
FDX22,OUT049,3753.0000993630556
FDJ21,OUT035,2539.3942358778613
FDR31,OUT045,2384.015126168225
FDG21,OUT035,2539.3942358778613
FDS22,OUT027,1378.263185276074
FDK08,OUT035,1554.0070756410257
FDE17,OUT018,2346.648786938776
NCN30,OUT017,1554.0070756410257
FDT50,OUT046,1554.0070756410257
NCX42,OUT049,2384.015126168225
FDJ12,OUT035,3753.0000993630556
NCA18,OUT027,3175.3359881578954
FDP23,OUT019,542.9755395973153
FDX12,OUT013,4109.900606217616
FDN40,OUT018,2346.648786938776
FDV48,OUT035,1364.0491539906102
NCY54,OUT013,2997.4076790419144
FDL16,OUT010,130.33349056603774
FDR45,OUT018,3327.9525829268264
FDJ52,OUT046,2384.015126168225
DRG01,OUT017,1364.0491539906102
FDP52,OUT013,3593.1412351254467
FDU58,OUT017,3087.5075112820527
FDL02,OUT045,1722.3316111731858
FDG28,OUT013,4109.900606217616
FDA19,OUT035,2054.21570662021
FDW46,OUT027,1378.263185276074
NCD43,OUT049,1509.4323129186605
DRG39,OUT013,754.596095726496
NCF55,OUT049,552.5502107784432
FDJ07,OUT046,1874.4309598591558
FDE08,OUT046,2539.3942358778613
FDP56,OUT019,130.33349056603774
FDT45,OUT045,876.3205797979805
FDF17,OUT018,3087.5075112820527
FDX44,OUT046,1443.5247018633534
FDM28,OUT027,5669.163351428572
FDI36,OUT049,3087.5075112820527
FDS07,OUT045,1874.4309598591558
FDD36,OUT045,1874.4309598591558
FDW11,OUT046,876.3205797979805
FDN40,OUT049,2384.015126168225
NCQ18,OUT049,1509.4323129186605
NCQ54,OUT017,2811.181403212851
NCS42,OUT045,1443.5247018633534
DRH39,OUT010,130.33349056603774
FDC09,OUT027,2513.0798546666674
FDT08,OUT010,384.48867398374
FDC08,OUT035,3593.1412351254467
FDT20,OUT017,552.5502107784432
FDS35,OUT035,1103.1862133333336
FDX58,OUT018,3389.2269793548367
FDW58,OUT046,1722.3316111731858
DRD27,OUT046,1554.0070756410257
FDH32,OUT019,230.00859181286538
FDS26,OUT035,4333.891515923565
FDQ31,OUT046,1364.0491539906102
FDP11,OUT018,3327.9525829268264
FDD58,OUT017,1554.0070756410257
FDM33,OUT045,3593.1412351254467
FDZ16,OUT049,3087.5075112820527
NCS29,OUT010,542.9755395973153
NCM18,OUT019,130.33349056603774
FDP11,OUT049,3593.1412351254467
NCC42,OUT017,2054.21570662021
DRM23,OUT046,2997.4076790419144
NCN55,OUT027,5669.163351428572
FDK46,OUT013,4105.14011097561
FDR01,OUT046,3087.5075112820527
NCA05,OUT045,2539.3942358778613
NCP43,OUT017,2736.968429875519
FDR12,OUT010,384.48867398374
FDQ01,OUT013,4105.14011097561
FDM13,OUT046,2054.21570662021
FDQ19,OUT017,4109.900606217616
FDK56,OUT019,542.9755395973153
NCX06,OUT010,542.9755395973153
FDO56,OUT027,3175.3359881578954
FDU45,OUT045,1874.4309598591558
FDI16,OUT019,130.33349056603774
FDL32,OUT046,1874.4309598591558
FDA07,OUT046,2202.299020111731
FDA14,OUT045,2539.3942358778613
FDV46,OUT027,3175.3359881578954
NCO07,OUT035,3753.0000993630556
NCP41,OUT046,1722.3316111731858
FDY60,OUT018,1936.508247826087
FDN38,OUT017,4333.891515923565
FDO15,OUT046,1103.1862133333336
FDT60,OUT013,1936.508247826087
FDA55,OUT035,3753.0000993630556
FDE02,OUT010,230.00859181286538
DRJ39,OUT049,3753.0000993630556
FDV34,OUT035,1103.1862133333336
FDS20,OUT027,5669.163351428572
FDF02,OUT027,2513.0798546666674
FDW40,OUT017,2054.21570662021
NCB43,OUT046,2880.9695613636372
FDR58,OUT017,1364.0491539906102
DRJ59,OUT035,637.5735090128754
NCD30,OUT017,1554.0070756410257
FDE14,OUT017,1554.0070756410257
FDC28,OUT018,1509.4323129186605
FDU16,OUT018,1248.2233455555554
NCD19,OUT035,876.3205797979805
FDU21,OUT046,552.5502107784432
FDV59,OUT027,5669.163351428572
FDU03,OUT045,2880.9695613636372
FDC33,OUT010,542.9755395973153
NCR42,OUT035,552.5502107784432
DRH59,OUT035,1103.1862133333336
NCM31,OUT035,2054.21570662021
FDS50,OUT035,3753.0000993630556
FDP39,OUT046,876.3205797979805
FDQ55,OUT013,1874.4309598591558
FDV36,OUT019,286.4177705128203
FDI05,OUT027,2513.0798546666674
FDS45,OUT027,3175.3359881578954
FDA39,OUT045,637.5735090128754
FDC37,OUT010,230.00859181286538
FDJ60,OUT027,4117.3177126315795
DRQ35,OUT046,2054.21570662021
NCJ06,OUT046,2202.299020111731
NCY42,OUT018,2346.648786938776
DRM37,OUT049,3087.5075112820527
FDR14,OUT045,754.596095726496
FDE51,OUT049,637.5735090128754
FDT33,OUT017,2384.015126168225
FDR08,OUT013,1874.4309598591558
FDE36,OUT010,384.48867398374
FDL22,OUT019,230.00859181286538
FDR44,OUT013,1936.508247826087
FDI56,OUT019,230.00859181286538
FDE47,OUT010,286.4177705128203
FDV27,OUT010,230.00859181286538
FDV10,OUT049,637.5735090128754
FDC40,OUT045,1364.0491539906102
NCX41,OUT013,3753.0000993630556
NCQ38,OUT027,2513.0798546666674
FDV12,OUT027,2513.0798546666674
FDE52,OUT017,1364.0491539906102
FDG20,OUT027,4117.3177126315795
FDV16,OUT027,1378.263185276074
FDI32,OUT017,1874.4309598591558
FDJ32,OUT049,876.3205797979805
FDN39,OUT018,2346.648786938776
FDY34,OUT017,2811.181403212851
FDC14,OUT035,637.5735090128754
FDA55,OUT017,3753.0000993630556
FDZ50,OUT010,542.9755395973153
DRG13,OUT049,2811.181403212851
FDP01,OUT013,2346.648786938776
NCG54,OUT017,2997.4076790419144
FDM13,OUT045,2054.21570662021
NCO18,OUT027,5669.163351428572
NCW41,OUT013,2346.648786938776
FDM52,OUT027,4117.3177126315795
NCF55,OUT035,552.5502107784432
FDT09,OUT046,2202.299020111731
NCM19,OUT035,1722.3316111731858
FDW12,OUT018,2346.648786938776
FDP15,OUT019,542.9755395973153
FDK36,OUT045,754.596095726496
FDZ25,OUT035,2997.4076790419144
NCW06,OUT049,3087.5075112820527
FDW60,OUT046,2736.968429875519
DRC49,OUT013,2346.648786938776
NCT17,OUT035,3087.5075112820527
NCN06,OUT018,2346.648786938776
FDC45,OUT013,2997.4076790419144
DRJ47,OUT019,384.48867398374
NCF06,OUT045,4333.891515923565
FDE21,OUT010,286.4177705128203
DRG27,OUT013,637.5735090128754
FDW40,OUT049,2054.21570662021
NCO53,OUT046,3389.2269793548367
FDE23,OUT049,637.5735090128754
FDQ16,OUT046,1722.3316111731858
FDS26,OUT045,4333.891515923565
FDZ13,OUT010,130.33349056603774
FDS14,OUT049,2384.015126168225
FDC10,OUT045,1874.4309598591558
FDY16,OUT049,2880.9695613636372
FDJ20,OUT035,2054.21570662021
FDV43,OUT035,637.5735090128754
FDZ32,OUT027,2513.0798546666674
FDR23,OUT046,2736.968429875519
FDN24,OUT035,876.3205797979805
FDE34,OUT027,5669.163351428572
FDU31,OUT013,3753.0000993630556
FDW33,OUT018,1509.4323129186605
FDU26,OUT046,1874.4309598591558
FDE20,OUT027,4117.3177126315795
NCW05,OUT035,1722.3316111731858
FDB22,OUT018,2346.648786938776
FDO56,OUT046,1874.4309598591558
FDA19,OUT027,3175.3359881578954
DRI39,OUT045,876.3205797979805
FDH52,OUT018,876.3205797979805
FDZ50,OUT035,3389.2269793548367
NCN42,OUT035,2539.3942358778613
FDB53,OUT013,2346.648786938776
DRG11,OUT017,1722.3316111731858
DRK11,OUT027,4117.3177126315795
FDQ60,OUT017,2054.21570662021
FDT36,OUT017,552.5502107784432
DRG25,OUT018,3389.2269793548367
DRJ23,OUT046,2880.9695613636372
FDG05,OUT035,2811.181403212851
NCK06,OUT018,1936.508247826087
FDU52,OUT017,2384.015126168225
FDW07,OUT018,1248.2233455555554
NCM17,OUT045,637.5735090128754
FDA22,OUT045,2384.015126168225
NCA41,OUT018,3087.5075112820527
FDF38,OUT035,637.5735090128754
FDH52,OUT046,876.3205797979805
FDY58,OUT019,542.9755395973153
FDZ16,OUT045,3087.5075112820527
NCM18,OUT017,876.3205797979805
FDA22,OUT018,2346.648786938776
NCJ43,OUT035,2736.968429875519
FDI34,OUT027,5669.163351428572
FDG56,OUT046,876.3205797979805
FDS34,OUT046,1874.4309598591558
DRC01,OUT035,754.596095726496
FDQ04,OUT035,637.5735090128754
FDK04,OUT035,876.3205797979805
FDT51,OUT049,1509.4323129186605
FDV26,OUT017,2880.9695613636372
FDS04,OUT049,2054.21570662021
FDW43,OUT018,3327.9525829268264
FDQ28,OUT010,384.48867398374
NCK06,OUT017,2202.299020111731
FDS23,OUT018,1936.508247826087
FDZ36,OUT019,542.9755395973153
FDE56,OUT018,876.3205797979805
FDW10,OUT027,4117.3177126315795
NCN14,OUT045,2880.9695613636372
NCQ18,OUT045,1554.0070756410257
FDW08,OUT017,1722.3316111731858
FDU43,OUT035,4109.900606217616
FDR33,OUT010,230.00859181286538
FDM24,OUT010,384.48867398374
NCZ05,OUT046,1722.3316111731858
NCV41,OUT035,1874.4309598591558
FDV11,OUT018,2997.4076790419144
NCY05,OUT035,552.5502107784432
FDV44,OUT018,3087.5075112820527
FDW32,OUT049,1443.5247018633534
NCU18,OUT027,3175.3359881578954
NCC43,OUT035,4105.14011097561
FDW19,OUT013,1722.3316111731858
FDN31,OUT035,3087.5075112820527
FDI48,OUT045,754.596095726496
FDS24,OUT017,1364.0491539906102
FDF46,OUT049,1874.4309598591558
DRG23,OUT017,2384.015126168225
FDG14,OUT018,2346.648786938776
NCY30,OUT049,2736.968429875519
FDO28,OUT018,1936.508247826087
DRD24,OUT035,2202.299020111731
FDI33,OUT049,1248.2233455555554
FDN32,OUT046,3389.2269793548367
FDR16,OUT045,3593.1412351254467
FDF26,OUT046,2384.015126168225
NCN29,OUT018,754.596095726496
FDE20,OUT045,2811.181403212851
FDA46,OUT046,3087.5075112820527
FDU28,OUT045,2880.9695613636372
FDQ48,OUT045,1554.0070756410257
FDV36,OUT013,1936.508247826087
FDR14,OUT018,876.3205797979805
FDP23,OUT017,3753.0000993630556
FDP56,OUT013,754.596095726496
FDK48,OUT010,130.33349056603774
FDR48,OUT046,2539.3942358778613
NCY29,OUT049,876.3205797979805
FDM22,OUT018,876.3205797979805
DRJ01,OUT013,2346.648786938776
FDZ43,OUT045,4109.900606217616
FDV03,OUT035,2539.3942358778613
FDX11,OUT027,5669.163351428572
NCA41,OUT027,5669.163351428572
FDE38,OUT017,2384.015126168225
FDI27,OUT018,754.596095726496
FDN32,OUT013,3389.2269793548367
NCN43,OUT017,2202.299020111731
FDB47,OUT027,5669.163351428572
FDV03,OUT017,2539.3942358778613
NCN30,OUT045,1554.0070756410257
NCV54,OUT010,286.4177705128203
FDV07,OUT013,1722.3316111731858
FDP07,OUT049,2880.9695613636372
FDK48,OUT018,1103.1862133333336
FDM15,OUT019,384.48867398374
FDY19,OUT027,3175.3359881578954
FDK46,OUT046,4105.14011097561
FDY11,OUT045,1103.1862133333336
FDH09,OUT046,754.596095726496
FDO08,OUT027,4117.3177126315795
FDU14,OUT013,4105.14011097561
FDD22,OUT027,3175.3359881578954
FDM27,OUT017,2811.181403212851
FDL02,OUT027,2513.0798546666674
NCA17,OUT035,2539.3942358778613
